Model,Member,Var,Season,RMSE,BIAS,Both
MRI-ESM2-0,r3i1p1f1,tasmin,JJA,0.1,0,0.1
MRI-ESM2-0,r3i1p1f1,tasmin,SON,0.2,-0.1,0.223606797749979
MRI-ESM2-0,r5i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r5i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r5i1p1f1,tasmin,JJA,0,0,0
MRI-ESM2-0,r5i1p1f1,tasmin,SON,0,0,0
NorESM2-LM,r1i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
NorESM2-LM,r1i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-LM,r1i1p1f1,tasmin,JJA,0.1,0,0.1
NorESM2-LM,r1i1p1f1,tasmin,SON,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmin,DJF,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmin,MAM,0,0,0
TaiESM1,r1i1p1f1,tasmin,JJA,0,0,0
TaiESM1,r1i1p1f1,tasmin,SON,0,0,0
ACCESS-CM2,r1i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
ACCESS-CM2,r1i1p1f1,tasmin,MAM,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,tasmin,JJA,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,tasmin,SON,0.1,0,0.1
ACCESS-CM2,r2i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
ACCESS-CM2,r2i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
ACCESS-CM2,r2i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
ACCESS-CM2,r2i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r2i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
ACCESS-ESM1-5,r2i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
ACCESS-ESM1-5,r2i1p1f1,tasmin,JJA,0.1,0,0.1
ACCESS-ESM1-5,r2i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r4i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
ACCESS-ESM1-5,r4i1p1f1,tasmin,MAM,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,tasmin,JJA,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,tasmin,SON,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
ACCESS-ESM1-5,r5i1p1f1,tasmin,MAM,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
ACCESS-ESM1-5,r5i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r2i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
AWI-CM-1-1-MR,r2i1p1f1,tasmin,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,tasmin,JJA,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,tasmin,SON,0.1,0,0.1
CESM2-LENS,r1i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
CESM2-LENS,r1i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
CESM2-LENS,r1i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
CESM2-LENS,r1i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
CESM2-LENS,r4i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
CESM2-LENS,r4i1p1f1,tasmin,MAM,0.2,-0.2,0.28284271247461906
CESM2-LENS,r4i1p1f1,tasmin,JJA,0.2,-0.1,0.223606797749979
CESM2-LENS,r4i1p1f1,tasmin,SON,0.2,-0.2,0.28284271247461906
CESM2-LENS,r6i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
CESM2-LENS,r6i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
CESM2-LENS,r6i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r6i1p1f1,tasmin,SON,0.1,0,0.1
CESM2-LENS,r8i1p1f1,tasmin,DJF,0.2,0,0.2
CESM2-LENS,r8i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
CESM2-LENS,r8i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r8i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
CESM2-LENS,r9i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
CESM2-LENS,r9i1p1f1,tasmin,MAM,0.1,0,0.1
CESM2-LENS,r9i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
CESM2-LENS,r9i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
CanESM5,r1i1p1f1,tasmin,DJF,0.2,0,0.2
CanESM5,r1i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
CanESM5,r1i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r1i1p1f1,tasmin,SON,0.1,0,0.1
CanESM5,r2i1p1f1,tasmin,DJF,0.2,0,0.2
CanESM5,r2i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
CanESM5,r2i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r2i1p1f1,tasmin,SON,0.1,0,0.1
CanESM5,r4i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
CanESM5,r4i1p1f1,tasmin,MAM,0.1,-0.1,0.14142135623730953
CanESM5,r4i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
CanESM5,r4i1p1f1,tasmin,SON,0.1,0,0.1
CanESM5,r5i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
CanESM5,r5i1p1f1,tasmin,MAM,0.1,0,0.1
CanESM5,r5i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r5i1p1f1,tasmin,SON,0,-0.1,0.1
CanESM5,r7i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
CanESM5,r7i1p1f1,tasmin,MAM,0.1,0,0.1
CanESM5,r7i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r7i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
EC-Earth3,r2i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
EC-Earth3,r2i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
EC-Earth3,r2i1p1f1,tasmin,JJA,0.2,0.2,0.28284271247461906
EC-Earth3,r2i1p1f1,tasmin,SON,0.2,0.2,0.28284271247461906
EC-Earth3,r3i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
EC-Earth3,r3i1p1f1,tasmin,MAM,0.2,0.2,0.28284271247461906
EC-Earth3,r3i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
EC-Earth3,r3i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
EC-Earth3-Veg,r2i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
EC-Earth3-Veg,r2i1p1f1,tasmin,MAM,0.2,0,0.2
EC-Earth3-Veg,r2i1p1f1,tasmin,JJA,0.2,-0.2,0.28284271247461906
EC-Earth3-Veg,r2i1p1f1,tasmin,SON,0.2,-0.2,0.28284271247461906
EC-Earth3-Veg,r5i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r5i1p1f1,tasmin,MAM,0.2,0,0.2
EC-Earth3-Veg,r5i1p1f1,tasmin,JJA,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r5i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
FGOALS-g3,r1i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
FGOALS-g3,r1i1p1f1,tasmin,MAM,0,0,0
FGOALS-g3,r1i1p1f1,tasmin,JJA,0,0,0
FGOALS-g3,r1i1p1f1,tasmin,SON,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
FGOALS-g3,r3i1p1f1,tasmin,MAM,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmin,JJA,0,0,0
FGOALS-g3,r3i1p1f1,tasmin,SON,0.1,0,0.1
FGOALS-g3,r4i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
FGOALS-g3,r4i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
FGOALS-g3,r4i1p1f1,tasmin,JJA,0.1,0,0.1
FGOALS-g3,r4i1p1f1,tasmin,SON,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmin,DJF,0.2,-0.1,0.223606797749979
HadGEM3-GC31-LL,r3i1p1f3,tasmin,MAM,0.1,0.1,0.14142135623730953
HadGEM3-GC31-LL,r3i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmin,SON,0.1,0.1,0.14142135623730953
HadGEM3-GC31-MM,r1i1p1f3,tasmin,DJF,0.2,-0.1,0.223606797749979
HadGEM3-GC31-MM,r1i1p1f3,tasmin,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,tasmin,SON,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmin,DJF,0.2,0,0.2
HadGEM3-GC31-MM,r2i1p1f3,tasmin,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmin,SON,0.1,0,0.1
INM-CM5-0,r1i1p1f1,tasmin,DJF,0.2,0,0.2
INM-CM5-0,r1i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
INM-CM5-0,r1i1p1f1,tasmin,JJA,0.1,0,0.1
INM-CM5-0,r1i1p1f1,tasmin,SON,0.1,0,0.1
IPSL-CM6A-LR,r2i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
IPSL-CM6A-LR,r2i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r2i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r2i1p1f1,tasmin,SON,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,tasmin,DJF,0.2,0,0.2
IPSL-CM6A-LR,r8i1p1f1,tasmin,MAM,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r8i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r10i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
IPSL-CM6A-LR,r10i1p1f1,tasmin,MAM,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,tasmin,JJA,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
KACE-1-0-G,r1i1p1f1,tasmin,DJF,0.2,-0.2,0.28284271247461906
KACE-1-0-G,r1i1p1f1,tasmin,MAM,0.3,-0.3,0.4242640687119285
KACE-1-0-G,r1i1p1f1,tasmin,JJA,0.2,-0.2,0.28284271247461906
KACE-1-0-G,r1i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
KACE-1-0-G,r3i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
KACE-1-0-G,r3i1p1f1,tasmin,MAM,0.2,0.2,0.28284271247461906
KACE-1-0-G,r3i1p1f1,tasmin,JJA,0.1,0,0.1
KACE-1-0-G,r3i1p1f1,tasmin,SON,0.1,0,0.1
MIROC6,r1i1p1f1,tasmin,DJF,0.2,-0.2,0.28284271247461906
MIROC6,r1i1p1f1,tasmin,MAM,0.2,-0.2,0.28284271247461906
MIROC6,r1i1p1f1,tasmin,JJA,0.1,0,0.1
MIROC6,r1i1p1f1,tasmin,SON,0.1,0,0.1
MIROC6,r2i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
MIROC6,r2i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
MIROC6,r2i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
MIROC6,r2i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
MIROC6,r3i1p1f1,tasmin,DJF,0.2,-0.2,0.28284271247461906
MIROC6,r3i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
MIROC6,r3i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
MIROC6,r3i1p1f1,tasmin,SON,0.1,0,0.1
MIROC6,r4i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
MIROC6,r4i1p1f1,tasmin,MAM,0.2,0.2,0.28284271247461906
MIROC6,r4i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
MIROC6,r4i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r2i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
MPI-ESM1-2-HR,r2i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r5i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r8i1p1f1,tasmin,DJF,0.2,0,0.2
MPI-ESM1-2-HR,r8i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r8i1p1f1,tasmin,JJA,0.2,0,0.2
MPI-ESM1-2-HR,r8i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-LR,r1i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r1i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r1i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r1i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r4i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r6i1p1f1,tasmin,DJF,0.2,0,0.2
MPI-ESM1-2-LR,r6i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r6i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r6i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r10i1p1f1,tasmin,DJF,0.2,0.2,0.28284271247461906
MPI-ESM1-2-LR,r10i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
MRI-ESM2-0,r1i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
MRI-ESM2-0,r1i1p1f1,tasmin,MAM,0.1,0,0.1
MRI-ESM2-0,r1i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
MRI-ESM2-0,r1i1p1f1,tasmin,SON,0.1,0,0.1
MRI-ESM2-0,r4i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
MRI-ESM2-0,r4i1p1f1,tasmin,MAM,0.1,0,0.1
MRI-ESM2-0,r4i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r4i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
NorESM2-LM,r2i1p1f1,tasmin,DJF,0.2,0,0.2
NorESM2-LM,r2i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-LM,r2i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
NorESM2-LM,r2i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
NorESM2-LM,r3i1p1f1,tasmin,DJF,0.2,-0.2,0.28284271247461906
NorESM2-LM,r3i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-LM,r3i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
NorESM2-LM,r3i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
NorESM2-MM,r1i1p1f1,tasmin,DJF,0.2,-0.1,0.223606797749979
NorESM2-MM,r1i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-MM,r1i1p1f1,tasmin,JJA,0.1,0,0.1
NorESM2-MM,r1i1p1f1,tasmin,SON,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmin,DJF,0.2,0.1,0.223606797749979
NorESM2-MM,r2i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmin,JJA,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmin,SON,0.1,0,0.1
AWI-CM-1-1-MR,r3i1p1f1,tasmin,DJF,0.3,0.3,0.4242640687119285
AWI-CM-1-1-MR,r3i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
AWI-CM-1-1-MR,r3i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
AWI-CM-1-1-MR,r3i1p1f1,tasmin,SON,0.2,0.2,0.28284271247461906
AWI-CM-1-1-MR,r4i1p1f1,tasmin,DJF,0.3,-0.2,0.36055512754639896
AWI-CM-1-1-MR,r4i1p1f1,tasmin,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r4i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r4i1p1f1,tasmin,SON,0.2,-0.1,0.223606797749979
CESM2-LENS,r7i1p1f1,tasmin,DJF,0.3,-0.1,0.31622776601683794
CESM2-LENS,r7i1p1f1,tasmin,MAM,0.1,0,0.1
CESM2-LENS,r7i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r7i1p1f1,tasmin,SON,0.1,0,0.1
CESM2-LENS,r10i1p1f1,tasmin,DJF,0.3,0.3,0.4242640687119285
CESM2-LENS,r10i1p1f1,tasmin,MAM,0.2,0,0.2
CESM2-LENS,r10i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r10i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
CanESM5,r3i1p1f1,tasmin,DJF,0.3,-0.2,0.36055512754639896
CanESM5,r3i1p1f1,tasmin,MAM,0.1,0,0.1
CanESM5,r3i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r3i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
CanESM5,r6i1p1f1,tasmin,DJF,0.3,-0.2,0.36055512754639896
CanESM5,r6i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
CanESM5,r6i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r6i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
EC-Earth3-Veg,r3i1p1f1,tasmin,DJF,0.3,0.2,0.36055512754639896
EC-Earth3-Veg,r3i1p1f1,tasmin,MAM,0.4,0.3,0.5
EC-Earth3-Veg,r3i1p1f1,tasmin,JJA,0.4,0.4,0.5656854249492381
EC-Earth3-Veg,r3i1p1f1,tasmin,SON,0.4,0.2,0.447213595499958
FGOALS-g3,r5i1p1f1,tasmin,DJF,0.3,-0.2,0.36055512754639896
FGOALS-g3,r5i1p1f1,tasmin,MAM,0.1,-0.1,0.14142135623730953
FGOALS-g3,r5i1p1f1,tasmin,JJA,0.1,0,0.1
FGOALS-g3,r5i1p1f1,tasmin,SON,0.1,0,0.1
MIROC6,r5i1p1f1,tasmin,DJF,0.3,0.1,0.31622776601683794
MIROC6,r5i1p1f1,tasmin,MAM,0.2,0,0.2
MIROC6,r5i1p1f1,tasmin,JJA,0.1,0,0.1
MIROC6,r5i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-HR,r6i1p1f1,tasmin,DJF,0.3,-0.3,0.4242640687119285
MPI-ESM1-2-HR,r6i1p1f1,tasmin,MAM,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r6i1p1f1,tasmin,JJA,0.2,-0.1,0.223606797749979
MPI-ESM1-2-HR,r6i1p1f1,tasmin,SON,0.2,-0.2,0.28284271247461906
CESM2-LENS,r2i1p1f1,tasmin,DJF,0.4,-0.4,0.5656854249492381
CESM2-LENS,r2i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
CESM2-LENS,r2i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r2i1p1f1,tasmin,SON,0.1,0,0.1
EC-Earth3,r4i1p1f1,tasmin,DJF,0.4,0.3,0.5
EC-Earth3,r4i1p1f1,tasmin,MAM,0.3,0.3,0.4242640687119285
EC-Earth3,r4i1p1f1,tasmin,JJA,0.3,0.3,0.4242640687119285
EC-Earth3,r4i1p1f1,tasmin,SON,0.2,0.2,0.28284271247461906
EC-Earth3-Veg,r1i1p1f1,tasmin,DJF,0.4,0.4,0.5656854249492381
EC-Earth3-Veg,r1i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r1i1p1f1,tasmin,JJA,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r1i1p1f1,tasmin,SON,0.3,0.2,0.36055512754639896
IPSL-CM6A-LR,r7i1p1f1,tasmin,DJF,0.4,0,0.4
IPSL-CM6A-LR,r7i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
IPSL-CM6A-LR,r7i1p1f1,tasmin,JJA,0.1,0,0.1
IPSL-CM6A-LR,r7i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
INM-CM5-0,r2i1p1f1,tasmin,DJF,0.5,-0.3,0.58309518948453
INM-CM5-0,r2i1p1f1,tasmin,MAM,0.2,0,0.2
INM-CM5-0,r2i1p1f1,tasmin,JJA,0.2,-0.1,0.223606797749979
INM-CM5-0,r2i1p1f1,tasmin,SON,0.3,-0.1,0.31622776601683794
INM-CM5-0,r5i1p1f1,tasmin,DJF,0.5,0.2,0.5385164807134505
INM-CM5-0,r5i1p1f1,tasmin,MAM,0.3,-0.2,0.36055512754639896
INM-CM5-0,r5i1p1f1,tasmin,JJA,0.3,-0.2,0.36055512754639896
INM-CM5-0,r5i1p1f1,tasmin,SON,0.3,-0.2,0.36055512754639896
IPSL-CM6A-LR,r5i1p1f1,tasmin,DJF,0.5,0.2,0.5385164807134505
IPSL-CM6A-LR,r5i1p1f1,tasmin,MAM,0.6,-0.5,0.7810249675906654
IPSL-CM6A-LR,r5i1p1f1,tasmin,JJA,0.4,-0.3,0.5
IPSL-CM6A-LR,r5i1p1f1,tasmin,SON,0.4,-0.2,0.447213595499958
IPSL-CM6A-LR,r9i1p1f1,tasmin,DJF,0.5,-0.3,0.58309518948453
IPSL-CM6A-LR,r9i1p1f1,tasmin,MAM,0.2,-0.2,0.28284271247461906
IPSL-CM6A-LR,r9i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r9i1p1f1,tasmin,SON,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,tasmin,DJF,0.7,-0.6,0.9219544457292886
EC-Earth3-Veg,r4i1p1f1,tasmin,MAM,0.5,-0.4,0.6403124237432849
EC-Earth3-Veg,r4i1p1f1,tasmin,JJA,0.5,-0.4,0.6403124237432849
EC-Earth3-Veg,r4i1p1f1,tasmin,SON,0.5,-0.4,0.6403124237432849
INM-CM5-0,r4i1p1f1,tasmin,DJF,0.7,0.1,0.7071067811865475
INM-CM5-0,r4i1p1f1,tasmin,MAM,0.6,-0.5,0.7810249675906654
INM-CM5-0,r4i1p1f1,tasmin,JJA,0.3,-0.2,0.36055512754639896
INM-CM5-0,r4i1p1f1,tasmin,SON,0.3,-0.2,0.36055512754639896
IPSL-CM6A-LR,r3i1p1f1,tasmin,DJF,0.7,-0.5,0.8602325267042626
IPSL-CM6A-LR,r3i1p1f1,tasmin,MAM,0.5,-0.2,0.5385164807134505
IPSL-CM6A-LR,r3i1p1f1,tasmin,JJA,0.7,-0.6,0.9219544457292886
IPSL-CM6A-LR,r3i1p1f1,tasmin,SON,0.8,-0.8,1.1313708498984762
IPSL-CM6A-LR,r6i1p1f1,tasmin,DJF,0.7,-0.6,0.9219544457292886
IPSL-CM6A-LR,r6i1p1f1,tasmin,MAM,0.8,-0.7,1.063014581273465
IPSL-CM6A-LR,r6i1p1f1,tasmin,JJA,0.5,-0.5,0.7071067811865476
IPSL-CM6A-LR,r6i1p1f1,tasmin,SON,0.6,-0.6,0.848528137423857
EC-Earth3,r1i1p1f1,tasmin,DJF,0.8,-0.7,1.063014581273465
EC-Earth3,r1i1p1f1,tasmin,MAM,0.6,-0.6,0.848528137423857
EC-Earth3,r1i1p1f1,tasmin,JJA,0.5,-0.5,0.7071067811865476
EC-Earth3,r1i1p1f1,tasmin,SON,0.5,-0.5,0.7071067811865476
IPSL-CM6A-LR,r1i1p1f1,tasmin,DJF,0.8,-0.5,0.9433981132056605
IPSL-CM6A-LR,r1i1p1f1,tasmin,MAM,0.4,-0.2,0.447213595499958
IPSL-CM6A-LR,r1i1p1f1,tasmin,JJA,0.5,-0.4,0.6403124237432849
IPSL-CM6A-LR,r1i1p1f1,tasmin,SON,0.6,-0.4,0.7211102550927979
IPSL-CM6A-LR,r4i1p1f1,tasmin,DJF,0.8,-0.5,0.9433981132056605
IPSL-CM6A-LR,r4i1p1f1,tasmin,MAM,0.4,0,0.4
IPSL-CM6A-LR,r4i1p1f1,tasmin,JJA,0.4,-0.2,0.447213595499958
IPSL-CM6A-LR,r4i1p1f1,tasmin,SON,0.5,-0.4,0.6403124237432849
INM-CM5-0,r3i1p1f1,tasmin,DJF,0.9,-0.1,0.9055385138137417
INM-CM5-0,r3i1p1f1,tasmin,MAM,1.3,-1.1,1.7029386365926402
INM-CM5-0,r3i1p1f1,tasmin,JJA,0.5,-0.4,0.6403124237432849
INM-CM5-0,r3i1p1f1,tasmin,SON,0.7,-0.6,0.9219544457292886
ACCESS-CM2,r1i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,DTR,SON,0.1,0,0.1
ACCESS-CM2,r2i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-CM2,r2i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-CM2,r2i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-CM2,r2i1p1f1,DTR,SON,0,0,0
ACCESS-CM2,r3i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-CM2,r3i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-CM2,r3i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-CM2,r3i1p1f1,DTR,SON,0,0,0
ACCESS-ESM1-5,r1i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,DTR,SON,0.1,0,0.1
ACCESS-ESM1-5,r2i1p1f1,DTR,DJF,0.1,0,0.1
